timestamp,id,d0,d1,d2,d3,d4,d5,d6,d7
1772991679.2916584,0x101,07,9E,02,00,00,00,00,00
1772991679.303026,0x102,15,00,00,00,00,00,00,00
1772991679.727037,0x101,07,B7,02,00,00,00,00,00
1772991679.7383761,0x102,15,00,00,00,00,00,00,00
1772991680.1623769,0x101,07,D0,02,00,00,00,00,00
1772991680.1737409,0x102,16,00,00,00,00,00,00,00
1772991680.5977287,0x101,07,E9,02,00,00,00,00,00
1772991680.6091065,0x102,16,00,00,00,00,00,00,00
1772991681.033127,0x101,08,02,02,00,00,00,00,00
1772991681.0444624,0x102,16,00,00,00,00,00,00,00
1772991681.4684281,0x101,08,1B,02,00,00,00,00,00
1772991681.4797919,0x102,17,00,00,00,00,00,00,00
1772991681.9038033,0x101,08,34,02,00,00,00,00,00
1772991681.9151454,0x102,17,00,00,00,00,00,00,00
1772991682.3391426,0x101,08,4D,02,00,00,00,00,00
1772991682.3505073,0x102,17,00,00,00,00,00,00,00
1772991682.7745342,0x101,08,66,02,00,00,00,00,00
1772991682.785874,0x102,17,00,00,00,00,00,00,00
1772991683.2098653,0x101,08,7F,02,00,00,00,00,00
1772991683.2212372,0x102,18,00,00,00,00,00,00,00
1772991683.6452253,0x101,08,98,02,00,00,00,00,00
1772991683.6566918,0x102,18,00,00,00,00,00,00,00
1772991684.0806408,0x101,08,B1,02,00,00,00,00,00
1772991684.0919683,0x102,18,00,00,00,00,00,00,00
1772991684.5159569,0x101,08,CA,02,00,00,00,00,00
1772991684.5273328,0x102,19,00,00,00,00,00,00,00
1772991684.9513798,0x101,08,E3,02,00,00,00,00,00
1772991684.9627256,0x102,19,00,00,00,00,00,00,00
1772991685.3867319,0x101,08,FC,02,00,00,00,00,00
1772991685.3981078,0x102,19,00,00,00,00,00,00,00
1772991685.8221388,0x101,09,15,02,00,00,00,00,00
1772991685.8334806,0x102,19,00,00,00,00,00,00,00
1772991686.257488,0x101,09,2E,02,00,00,00,00,00
1772991686.2688832,0x102,1A,00,00,00,00,00,00,00
1772991686.692921,0x101,09,47,02,00,00,00,00,00
1772991686.7042089,0x102,1A,00,00,00,00,00,00,00
1772991687.1282427,0x101,09,60,02,00,00,00,00,00
1772991687.1396081,0x102,1A,00,00,00,00,00,00,00
1772991687.5636258,0x101,09,79,02,00,00,00,00,00
1772991687.5749893,0x102,1A,00,00,00,00,00,00,00
1772991687.9989762,0x101,09,92,02,00,00,00,00,00
1772991688.0103185,0x102,1B,00,00,00,00,00,00,00
1772991688.4342718,0x101,09,AB,02,00,00,00,00,00
1772991688.4456406,0x102,1B,00,00,00,00,00,00,00
1772991688.869638,0x101,09,C4,02,00,00,00,00,00
1772991688.8810163,0x102,1B,00,00,00,00,00,00,00
1772991689.3049824,0x101,09,DD,02,00,00,00,00,00
1772991689.3163009,0x102,1C,00,00,00,00,00,00,00
1772991689.7403235,0x101,09,F6,02,00,00,00,00,00
1772991689.7516718,0x102,1C,00,00,00,00,00,00,00
1772991690.1756852,0x101,0A,0F,02,00,00,00,00,00
1772991690.1870468,0x102,1C,00,00,00,00,00,00,00
1772991690.6110349,0x101,0A,28,02,00,00,00,00,00
1772991690.6224103,0x102,1C,00,00,00,00,00,00,00
1772991691.0464342,0x101,0A,41,02,00,00,00,00,00
1772991691.0577857,0x102,1D,00,00,00,00,00,00,00
1772991691.4817805,0x101,0A,5A,02,00,00,00,00,00
1772991691.4931426,0x102,1D,00,00,00,00,00,00,00
1772991691.91714,0x101,0A,73,02,00,00,00,00,00
1772991691.9285293,0x102,1D,00,00,00,00,00,00,00
1772991692.3524623,0x101,0A,8C,02,00,00,00,00,00
1772991692.3638272,0x102,1E,00,00,00,00,00,00,00
1772991692.7878482,0x101,0A,A5,02,00,00,00,00,00
1772991692.7991931,0x102,1E,00,00,00,00,00,00,00
1772991693.2232015,0x101,0A,BE,02,00,00,00,00,00
1772991693.2345781,0x102,1E,00,00,00,00,00,00,00
1772991693.6586142,0x101,0A,D7,02,00,00,00,00,00
1772991693.6699653,0x102,1E,00,00,00,00,00,00,00
1772991694.0939925,0x101,0A,F0,02,00,00,00,00,00
1772991694.1053343,0x102,1F,00,00,00,00,00,00,00
1772991694.5293255,0x101,0B,09,02,00,00,00,00,00
1772991694.540745,0x102,1F,00,00,00,00,00,00,00
1772991694.9647536,0x101,0B,22,02,00,00,00,00,00
1772991694.976046,0x102,1F,00,00,00,00,00,00,00
1772991695.4000404,0x101,0B,3B,02,00,00,00,00,00
1772991695.4114,0x102,1F,00,00,00,00,00,00,00
1772991695.8354023,0x101,0B,54,02,00,00,00,00,00
1772991695.8467426,0x102,20,00,00,00,00,00,00,00
1772991696.2707245,0x101,0B,6D,02,00,00,00,00,00
1772991696.282086,0x102,20,00,00,00,00,00,00,00
1772991696.7060807,0x101,0B,86,02,00,00,00,00,00
1772991696.7174256,0x102,20,00,00,00,00,00,00,00
1772991697.1413846,0x101,0B,9F,02,00,00,00,00,00
1772991697.1527896,0x102,21,00,00,00,00,00,00,00
1772991697.5767565,0x101,0B,B8,02,00,00,00,00,00
1772991697.5880802,0x102,21,00,00,00,00,00,00,00
1772991698.012112,0x101,0B,D1,02,00,00,00,00,00
1772991698.0234506,0x102,21,00,00,00,00,00,00,00
1772991698.447479,0x101,0B,EA,02,00,00,00,00,00
1772991698.4588377,0x102,21,00,00,00,00,00,00,00
1772991698.8828766,0x101,0C,03,02,00,00,00,00,00
1772991698.8942225,0x102,22,00,00,00,00,00,00,00
1772991699.318225,0x101,0C,1C,02,00,00,00,00,00
1772991699.329599,0x102,22,00,00,00,00,00,00,00
1772991699.7536101,0x101,0C,35,02,00,00,00,00,00
1772991699.7649837,0x102,22,00,00,00,00,00,00,00
1772991700.1890128,0x101,0C,4E,02,00,00,00,00,00
1772991700.2003498,0x102,23,00,00,00,00,00,00,00
1772991700.624319,0x101,0C,67,02,00,00,00,00,00
1772991700.6357121,0x102,23,00,00,00,00,00,00,00
1772991701.0597072,0x101,0C,80,02,00,00,00,00,00
1772991701.0710442,0x102,23,00,00,00,00,00,00,00
1772991701.495009,0x101,0C,99,02,00,00,00,00,00
1772991701.5063765,0x102,23,00,00,00,00,00,00,00
1772991701.9303691,0x101,0C,B2,02,00,00,00,00,00
1772991701.9417117,0x102,24,00,00,00,00,00,00,00
1772991702.3656785,0x101,0C,CB,02,00,00,00,00,00
1772991702.377036,0x102,24,00,00,00,00,00,00,00
1772991702.801026,0x101,0C,E4,02,00,00,00,00,00
1772991702.812368,0x102,24,00,00,00,00,00,00,00
1772991703.2363563,0x101,0C,FD,02,00,00,00,00,00
1772991703.2477255,0x102,24,00,00,00,00,00,00,00
1772991703.6717098,0x101,0D,16,02,00,00,00,00,00
1772991703.6830616,0x102,25,00,00,00,00,00,00,00
1772991704.1070347,0x101,0D,2F,02,00,00,00,00,00
1772991704.118398,0x102,25,00,00,00,00,00,00,00
1772991704.542379,0x101,0D,48,02,00,00,00,00,00
1772991704.5537598,0x102,25,00,00,00,00,00,00,00
1772991704.977765,0x101,0D,61,02,00,00,00,00,00
1772991704.9891133,0x102,26,00,00,00,00,00,00,00
1772991705.4131155,0x101,0D,7A,02,00,00,00,00,00
1772991705.4245207,0x102,26,00,00,00,00,00,00,00
1772991705.8484647,0x101,0D,93,02,00,00,00,00,00
1772991705.8598046,0x102,26,00,00,00,00,00,00,00
1772991706.2838848,0x101,0D,AC,02,00,00,00,00,00
1772991706.295246,0x102,26,00,00,00,00,00,00,00
1772991706.7192776,0x101,0D,C5,02,00,00,00,00,00
1772991706.7306275,0x102,27,00,00,00,00,00,00,00
1772991707.1546085,0x101,0D,DE,02,00,00,00,00,00
1772991707.1659799,0x102,27,00,00,00,00,00,00,00
1772991707.5899968,0x101,0D,F7,02,00,00,00,00,00
1772991707.6013603,0x102,27,00,00,00,00,00,00,00
1772991708.0254185,0x101,0E,10,02,00,00,00,00,00
1772991708.0367994,0x102,28,00,00,00,00,00,00,00
1772991708.4608252,0x101,0E,29,02,00,00,00,00,00
1772991708.472148,0x102,28,00,00,00,00,00,00,00
1772991708.8962164,0x101,0E,42,02,00,00,00,00,00
1772991708.907562,0x102,28,00,00,00,00,00,00,00
1772991709.331614,0x101,0E,5B,02,00,00,00,00,00
1772991709.3429832,0x102,28,00,00,00,00,00,00,00
1772991709.7670443,0x101,0E,74,02,00,00,00,00,00
1772991709.7783806,0x102,29,00,00,00,00,00,00,00
1772991710.202412,0x101,0E,8D,02,00,00,00,00,00
1772991710.2137744,0x102,29,00,00,00,00,00,00,00
1772991710.6378055,0x101,0E,A6,02,00,00,00,00,00
1772991710.6491818,0x102,29,00,00,00,00,00,00,00
1772991711.0732005,0x101,0E,BF,02,00,00,00,00,00
1772991711.084591,0x102,29,00,00,00,00,00,00,00
1772991711.508582,0x101,0E,D8,02,00,00,00,00,00
1772991711.5199194,0x102,2A,00,00,00,00,00,00,00
1772991711.9439478,0x101,0E,F1,02,00,00,00,00,00
1772991711.955289,0x102,2A,00,00,00,00,00,00,00
1772991712.379296,0x101,0F,0A,02,00,00,00,00,00
1772991712.3906634,0x102,2A,00,00,00,00,00,00,00
1772991712.8146808,0x101,0F,23,02,00,00,00,00,00
1772991712.826023,0x102,2B,00,00,00,00,00,00,00
1772991713.2500231,0x101,0F,3C,02,00,00,00,00,00
1772991713.2613919,0x102,2B,00,00,00,00,00,00,00
1772991713.685409,0x101,0F,55,02,00,00,00,00,00
1772991713.696782,0x102,2B,00,00,00,00,00,00,00
1772991714.1208076,0x101,0F,6E,02,00,00,00,00,00
1772991714.132104,0x102,2B,00,00,00,00,00,00,00
1772991714.5560782,0x101,0F,87,02,00,00,00,00,00
1772991714.5674622,0x102,2C,00,00,00,00,00,00,00
1772991714.9914746,0x101,0F,A0,02,00,00,00,00,00
1772991715.0028179,0x102,2C,00,00,00,00,00,00,00
1772991715.426826,0x101,0F,B9,02,00,00,00,00,00
1772991715.4382017,0x102,2C,00,00,00,00,00,00,00
1772991715.8622541,0x101,0F,D2,02,00,00,00,00,00
1772991715.8735852,0x102,2D,00,00,00,00,00,00,00
1772991716.2975693,0x101,0F,EB,02,00,00,00,00,00
1772991716.3089654,0x102,2D,00,00,00,00,00,00,00
1772991716.7330081,0x101,10,04,02,00,00,00,00,00
1772991716.7443094,0x102,2D,00,00,00,00,00,00,00
1772991717.1682768,0x101,10,1D,02,00,00,00,00,00
1772991717.1796424,0x102,2D,00,00,00,00,00,00,00
1772991717.6036139,0x101,10,36,02,00,00,00,00,00
1772991717.6149921,0x102,2E,00,00,00,00,00,00,00
1772991718.0390158,0x101,10,4F,02,00,00,00,00,00
1772991718.050354,0x102,2E,00,00,00,00,00,00,00
1772991718.4743304,0x101,10,68,02,00,00,00,00,00
1772991718.4857035,0x102,2E,00,00,00,00,00,00,00
1772991718.9097228,0x101,10,81,02,00,00,00,00,00
1772991718.9210765,0x102,2E,00,00,00,00,00,00,00
1772991719.3450232,0x101,10,9A,02,00,00,00,00,00
1772991719.356394,0x102,2F,00,00,00,00,00,00,00
1772991719.78038,0x101,10,B3,02,00,00,00,00,00
1772991719.7917278,0x102,2F,00,00,00,00,00,00,00
1772991720.2156749,0x101,10,CC,02,00,00,00,00,00
1772991720.2270427,0x102,2F,00,00,00,00,00,00,00
1772991720.6510632,0x101,10,E5,02,00,00,00,00,00
1772991720.6623933,0x102,30,00,00,00,00,00,00,00
1772991721.0863276,0x101,10,FE,02,00,00,00,00,00
1772991721.0976927,0x102,30,00,00,00,00,00,00,00
1772991721.521628,0x101,11,17,02,00,00,00,00,00
1772991721.5330284,0x102,30,00,00,00,00,00,00,00
1772991721.9570382,0x101,11,30,02,00,00,00,00,00
1772991721.96833,0x102,30,00,00,00,00,00,00,00
1772991722.3923235,0x101,11,49,02,00,00,00,00,00
1772991722.4036846,0x102,31,00,00,00,00,00,00,00
1772991722.8276403,0x101,11,62,02,00,00,00,00,00
1772991722.8389878,0x102,31,00,00,00,00,00,00,00
1772991723.2629442,0x101,11,7B,02,00,00,00,00,00
1772991723.2743077,0x102,31,00,00,00,00,00,00,00
1772991723.6982691,0x101,11,94,02,00,00,00,00,00
1772991723.7096252,0x102,32,00,00,00,00,00,00,00
1772991724.1335757,0x101,05,DC,03,00,00,00,00,00
1772991724.1449437,0x102,19,00,00,00,00,00,00,00
1772991724.5688999,0x101,05,F5,03,00,00,00,00,00
1772991724.5802047,0x102,19,00,00,00,00,00,00,00
1772991725.004167,0x101,06,0E,03,00,00,00,00,00
1772991725.0155122,0x102,19,00,00,00,00,00,00,00
1772991725.4394975,0x101,06,27,03,00,00,00,00,00
1772991725.4508598,0x102,1A,00,00,00,00,00,00,00
1772991725.8748293,0x101,06,40,03,00,00,00,00,00
1772991725.886179,0x102,1A,00,00,00,00,00,00,00
1772991726.3101468,0x101,06,59,03,00,00,00,00,00
1772991726.3215098,0x102,1B,00,00,00,00,00,00,00
1772991726.7454922,0x101,06,72,03,00,00,00,00,00
1772991726.7568693,0x102,1B,00,00,00,00,00,00,00
1772991727.1808147,0x101,06,8B,03,00,00,00,00,00
1772991727.1921387,0x102,1B,00,00,00,00,00,00,00
1772991727.6159928,0x101,06,A4,03,00,00,00,00,00
1772991727.6274471,0x102,1C,00,00,00,00,00,00,00
1772991728.0514147,0x101,06,BD,03,00,00,00,00,00
1772991728.0627525,0x102,1C,00,00,00,00,00,00,00
1772991728.4866962,0x101,06,D6,03,00,00,00,00,00
1772991728.4980628,0x102,1D,00,00,00,00,00,00,00
1772991728.9220397,0x101,06,EF,03,00,00,00,00,00
1772991728.9333906,0x102,1D,00,00,00,00,00,00,00
1772991729.3573258,0x101,07,08,03,00,00,00,00,00
1772991729.368734,0x102,1E,00,00,00,00,00,00,00
1772991729.792632,0x101,07,21,03,00,00,00,00,00
1772991729.803934,0x102,1E,00,00,00,00,00,00,00
1772991730.2279577,0x101,07,3A,03,00,00,00,00,00
1772991730.2393227,0x102,1E,00,00,00,00,00,00,00
1772991730.6632977,0x101,07,53,03,00,00,00,00,00
1772991730.6746418,0x102,1F,00,00,00,00,00,00,00
1772991731.0985763,0x101,07,6C,03,00,00,00,00,00
1772991731.1099439,0x102,1F,00,00,00,00,00,00,00
1772991731.5339031,0x101,07,85,03,00,00,00,00,00
1772991731.5452747,0x102,20,00,00,00,00,00,00,00
1772991731.969253,0x101,07,9E,03,00,00,00,00,00
1772991731.9806528,0x102,20,00,00,00,00,00,00,00
1772991732.4046185,0x101,07,B7,03,00,00,00,00,00
1772991732.415942,0x102,20,00,00,00,00,00,00,00
1772991732.8399358,0x101,07,D0,03,00,00,00,00,00
1772991732.8512795,0x102,21,00,00,00,00,00,00,00
1772991733.2752433,0x101,07,E9,03,00,00,00,00,00
1772991733.2866046,0x102,21,00,00,00,00,00,00,00
1772991733.710515,0x101,08,02,03,00,00,00,00,00
1772991733.7219534,0x102,22,00,00,00,00,00,00,00
1772991734.1459043,0x101,08,1B,03,00,00,00,00,00
1772991734.157289,0x102,22,00,00,00,00,00,00,00
1772991734.5811973,0x101,08,34,03,00,00,00,00,00
1772991734.5926306,0x102,23,00,00,00,00,00,00,00
1772991735.0165563,0x101,08,4D,03,00,00,00,00,00
1772991735.027863,0x102,23,00,00,00,00,00,00,00
1772991735.4517934,0x101,08,66,03,00,00,00,00,00
1772991735.4631464,0x102,23,00,00,00,00,00,00,00
1772991735.8871129,0x101,08,7F,03,00,00,00,00,00
1772991735.8984554,0x102,24,00,00,00,00,00,00,00
1772991736.3224,0x101,08,98,03,00,00,00,00,00
1772991736.333771,0x102,24,00,00,00,00,00,00,00
1772991736.7577374,0x101,08,B1,03,00,00,00,00,00
1772991736.7690809,0x102,25,00,00,00,00,00,00,00
1772991737.1930244,0x101,08,CA,03,00,00,00,00,00
1772991737.204368,0x102,25,00,00,00,00,00,00,00
1772991737.6283047,0x101,08,E3,03,00,00,00,00,00
1772991737.6396701,0x102,25,00,00,00,00,00,00,00
1772991738.0636451,0x101,08,FC,03,00,00,00,00,00
1772991738.0749886,0x102,26,00,00,00,00,00,00,00
1772991738.4989424,0x101,09,15,03,00,00,00,00,00
1772991738.5103016,0x102,26,00,00,00,00,00,00,00
1772991738.9342937,0x101,09,2E,03,00,00,00,00,00
1772991738.9456496,0x102,27,00,00,00,00,00,00,00
1772991739.369581,0x101,09,47,03,00,00,00,00,00
1772991739.3809772,0x102,27,00,00,00,00,00,00,00
1772991739.804978,0x101,09,60,03,00,00,00,00,00
1772991739.816276,0x102,28,00,00,00,00,00,00,00
1772991740.2401524,0x101,09,79,03,00,00,00,00,00
1772991740.251529,0x102,28,00,00,00,00,00,00,00
1772991740.6756082,0x101,09,92,03,00,00,00,00,00
1772991740.6869545,0x102,28,00,00,00,00,00,00,00
1772991741.11091,0x101,09,AB,03,00,00,00,00,00
1772991741.1222718,0x102,29,00,00,00,00,00,00,00
1772991741.5462692,0x101,09,C4,03,00,00,00,00,00
1772991741.557628,0x102,29,00,00,00,00,00,00,00
1772991741.9816263,0x101,09,DD,03,00,00,00,00,00
1772991741.992991,0x102,2A,00,00,00,00,00,00,00
1772991742.4169605,0x101,09,F6,03,00,00,00,00,00
1772991742.428291,0x102,2A,00,00,00,00,00,00,00
1772991742.8523295,0x101,0A,0F,03,00,00,00,00,00
1772991742.8636725,0x102,2A,00,00,00,00,00,00,00
1772991743.2876468,0x101,0A,28,03,00,00,00,00,00
1772991743.299025,0x102,2B,00,00,00,00,00,00,00
1772991743.723022,0x101,0A,41,03,00,00,00,00,00
1772991743.7343798,0x102,2B,00,00,00,00,00,00,00
1772991744.1583328,0x101,0A,5A,03,00,00,00,00,00
1772991744.1696975,0x102,2C,00,00,00,00,00,00,00
1772991744.5936635,0x101,0A,73,03,00,00,00,00,00
1772991744.6050286,0x102,2C,00,00,00,00,00,00,00
1772991745.029047,0x101,0A,8C,03,00,00,00,00,00
1772991745.0403514,0x102,2D,00,00,00,00,00,00,00
1772991745.4643216,0x101,0A,A5,03,00,00,00,00,00
1772991745.4756913,0x102,2D,00,00,00,00,00,00,00
1772991745.899697,0x101,0A,BE,03,00,00,00,00,00
1772991745.9110413,0x102,2D,00,00,00,00,00,00,00
1772991746.3348985,0x101,0A,D7,03,00,00,00,00,00
1772991746.3462615,0x102,2E,00,00,00,00,00,00,00
1772991746.7703445,0x101,0A,F0,03,00,00,00,00,00
1772991746.7816894,0x102,2E,00,00,00,00,00,00,00
1772991747.2056463,0x101,0B,09,03,00,00,00,00,00
1772991747.2170084,0x102,2F,00,00,00,00,00,00,00
1772991747.6409976,0x101,0B,22,03,00,00,00,00,00
1772991747.6523893,0x102,2F,00,00,00,00,00,00,00
1772991748.0763214,0x101,0B,3B,03,00,00,00,00,00
1772991748.087675,0x102,2F,00,00,00,00,00,00,00
1772991748.5116494,0x101,0B,54,03,00,00,00,00,00
1772991748.523024,0x102,30,00,00,00,00,00,00,00
1772991748.9470196,0x101,0B,6D,03,00,00,00,00,00
1772991748.9583611,0x102,30,00,00,00,00,00,00,00
1772991749.3823256,0x101,0B,86,03,00,00,00,00,00
1772991749.3937044,0x102,31,00,00,00,00,00,00,00
1772991749.8177242,0x101,0B,9F,03,00,00,00,00,00
1772991749.8290677,0x102,31,00,00,00,00,00,00,00
1772991750.2530622,0x101,0B,B8,03,00,00,00,00,00
1772991750.2644246,0x102,32,00,00,00,00,00,00,00
1772991750.6884215,0x101,0B,D1,03,00,00,00,00,00
1772991750.6997654,0x102,32,00,00,00,00,00,00,00
1772991751.1237276,0x101,0B,EA,03,00,00,00,00,00
1772991751.1350985,0x102,32,00,00,00,00,00,00,00
1772991751.5590758,0x101,0C,03,03,00,00,00,00,00
1772991751.5704417,0x102,33,00,00,00,00,00,00,00
1772991751.9944282,0x101,0C,1C,03,00,00,00,00,00
1772991752.00579,0x102,33,00,00,00,00,00,00,00
1772991752.4296849,0x101,0C,35,03,00,00,00,00,00
1772991752.4411376,0x102,34,00,00,00,00,00,00,00
1772991752.865141,0x101,0C,4E,03,00,00,00,00,00
1772991752.8765328,0x102,34,00,00,00,00,00,00,00
1772991753.300372,0x101,0C,67,03,00,00,00,00,00
1772991753.3118207,0x102,34,00,00,00,00,00,00,00
1772991753.7357945,0x101,0C,80,03,00,00,00,00,00
1772991753.74714,0x102,35,00,00,00,00,00,00,00
1772991754.1710737,0x101,0C,99,03,00,00,00,00,00
1772991754.1824365,0x102,35,00,00,00,00,00,00,00
1772991754.6063628,0x101,0C,B2,03,00,00,00,00,00
1772991754.6177409,0x102,36,00,00,00,00,00,00,00
1772991755.041721,0x101,0C,CB,03,00,00,00,00,00
1772991755.0530562,0x102,36,00,00,00,00,00,00,00
1772991755.4770436,0x101,0C,E4,03,00,00,00,00,00
1772991755.4883642,0x102,37,00,00,00,00,00,00,00
1772991755.9123478,0x101,0C,FD,03,00,00,00,00,00
1772991755.92369,0x102,37,00,00,00,00,00,00,00
1772991756.3476639,0x101,0D,16,03,00,00,00,00,00
1772991756.3590243,0x102,37,00,00,00,00,00,00,00
1772991756.7830257,0x101,0D,2F,03,00,00,00,00,00
1772991756.7943695,0x102,38,00,00,00,00,00,00,00
1772991757.218354,0x101,0D,48,03,00,00,00,00,00
1772991757.2297196,0x102,38,00,00,00,00,00,00,00
1772991757.6537294,0x101,0D,61,03,00,00,00,00,00
1772991757.6650624,0x102,39,00,00,00,00,00,00,00
1772991758.0890675,0x101,0D,7A,03,00,00,00,00,00
1772991758.1004226,0x102,39,00,00,00,00,00,00,00
1772991758.5243921,0x101,0D,93,03,00,00,00,00,00
1772991758.5357559,0x102,39,00,00,00,00,00,00,00
1772991758.9597387,0x101,0D,AC,03,00,00,00,00,00
1772991758.9710805,0x102,3A,00,00,00,00,00,00,00
1772991759.3950226,0x101,0D,C5,03,00,00,00,00,00
1772991759.4063952,0x102,3A,00,00,00,00,00,00,00
1772991759.830296,0x101,0D,DE,03,00,00,00,00,00
1772991759.841643,0x102,3B,00,00,00,00,00,00,00
1772991760.2656868,0x101,0D,F7,03,00,00,00,00,00
1772991760.2770493,0x102,3B,00,00,00,00,00,00,00
1772991760.7010605,0x101,0E,10,03,00,00,00,00,00
1772991760.7123914,0x102,3C,00,00,00,00,00,00,00
1772991761.136332,0x101,0E,29,03,00,00,00,00,00
1772991761.1477022,0x102,3C,00,00,00,00,00,00,00
1772991761.5716443,0x101,0E,42,03,00,00,00,00,00
1772991761.5830178,0x102,3C,00,00,00,00,00,00,00
1772991762.007002,0x101,0E,5B,03,00,00,00,00,00
1772991762.0183508,0x102,3D,00,00,00,00,00,00,00
1772991762.4422414,0x101,0E,74,03,00,00,00,00,00
1772991762.4536996,0x102,3D,00,00,00,00,00,00,00
1772991762.8776963,0x101,0E,8D,03,00,00,00,00,00
1772991762.8890374,0x102,3E,00,00,00,00,00,00,00
1772991763.3130379,0x101,0E,A6,03,00,00,00,00,00
1772991763.3243935,0x102,3E,00,00,00,00,00,00,00
1772991763.7483952,0x101,0E,BF,03,00,00,00,00,00
1772991763.7597485,0x102,3E,00,00,00,00,00,00,00
1772991764.1837158,0x101,0E,D8,03,00,00,00,00,00
1772991764.1950881,0x102,3F,00,00,00,00,00,00,00
1772991764.6190133,0x101,0E,F1,03,00,00,00,00,00
1772991764.6303854,0x102,3F,00,00,00,00,00,00,00
1772991765.0543747,0x101,0F,0A,03,00,00,00,00,00
1772991765.0657237,0x102,40,00,00,00,00,00,00,00
1772991765.4897094,0x101,0F,23,03,00,00,00,00,00
1772991765.501076,0x102,40,00,00,00,00,00,00,00
1772991765.92507,0x101,0F,3C,03,00,00,00,00,00
1772991765.9364114,0x102,41,00,00,00,00,00,00,00
1772991766.3603718,0x101,0F,55,03,00,00,00,00,00
1772991766.3717327,0x102,41,00,00,00,00,00,00,00
1772991766.795737,0x101,0F,6E,03,00,00,00,00,00
1772991766.807081,0x102,41,00,00,00,00,00,00,00
1772991767.2310498,0x101,0F,87,03,00,00,00,00,00
1772991767.242412,0x102,42,00,00,00,00,00,00,00
1772991767.6664276,0x101,0F,A0,03,00,00,00,00,00
1772991767.677785,0x102,42,00,00,00,00,00,00,00
1772991768.101777,0x101,0F,B9,03,00,00,00,00,00
1772991768.1131282,0x102,43,00,00,00,00,00,00,00
1772991768.5371125,0x101,0F,D2,03,00,00,00,00,00
1772991768.54854,0x102,43,00,00,00,00,00,00,00
1772991768.972464,0x101,0F,EB,03,00,00,00,00,00
1772991768.9838152,0x102,43,00,00,00,00,00,00,00
1772991769.4077678,0x101,10,04,03,00,00,00,00,00
1772991769.4191375,0x102,44,00,00,00,00,00,00,00
1772991769.8430483,0x101,10,1D,03,00,00,00,00,00
1772991769.8544693,0x102,44,00,00,00,00,00,00,00
1772991770.2784307,0x101,10,36,03,00,00,00,00,00
1772991770.2898061,0x102,45,00,00,00,00,00,00,00
1772991770.7137966,0x101,10,4F,03,00,00,00,00,00
1772991770.7251377,0x102,45,00,00,00,00,00,00,00
1772991771.1490326,0x101,10,68,03,00,00,00,00,00
1772991771.160472,0x102,46,00,00,00,00,00,00,00
1772991771.5844004,0x101,10,81,03,00,00,00,00,00
1772991771.5957687,0x102,46,00,00,00,00,00,00,00
1772991772.0196407,0x101,10,9A,03,00,00,00,00,00
1772991772.0309901,0x102,46,00,00,00,00,00,00,00
1772991772.4549785,0x101,10,B3,03,00,00,00,00,00
1772991772.4663894,0x102,47,00,00,00,00,00,00,00
1772991772.8903263,0x101,10,CC,03,00,00,00,00,00
1772991772.9016738,0x102,47,00,00,00,00,00,00,00
1772991773.325636,0x101,10,E5,03,00,00,00,00,00
1772991773.337049,0x102,48,00,00,00,00,00,00,00
1772991773.7609634,0x101,10,FE,03,00,00,00,00,00
1772991773.7723308,0x102,48,00,00,00,00,00,00,00
1772991774.1962616,0x101,11,17,03,00,00,00,00,00
1772991774.207632,0x102,48,00,00,00,00,00,00,00
1772991774.6316059,0x101,11,30,03,00,00,00,00,00
1772991774.642971,0x102,49,00,00,00,00,00,00,00
1772991775.0669432,0x101,11,49,03,00,00,00,00,00
1772991775.0782855,0x102,49,00,00,00,00,00,00,00
1772991775.5022383,0x101,11,62,03,00,00,00,00,00
1772991775.513616,0x102,4A,00,00,00,00,00,00,00
1772991775.9375083,0x101,11,7B,03,00,00,00,00,00
1772991775.9488819,0x102,4A,00,00,00,00,00,00,00
1772991776.3729346,0x101,11,94,03,00,00,00,00,00
1772991776.38426,0x102,4B,00,00,00,00,00,00,00
1772991776.80825,0x101,05,DC,04,00,00,00,00,00
1772991776.819596,0x102,21,00,00,00,00,00,00,00
1772991777.2435877,0x101,05,F5,04,00,00,00,00,00
1772991777.254946,0x102,21,00,00,00,00,00,00,00
1772991777.6789494,0x101,06,0E,04,00,00,00,00,00
1772991777.690291,0x102,22,00,00,00,00,00,00,00
1772991778.114278,0x101,06,27,04,00,00,00,00,00
1772991778.1256247,0x102,23,00,00,00,00,00,00,00
1772991778.5495796,0x101,06,40,04,00,00,00,00,00
1772991778.560974,0x102,23,00,00,00,00,00,00,00
1772991778.9849687,0x101,06,59,04,00,00,00,00,00
1772991778.9962642,0x102,24,00,00,00,00,00,00,00
1772991779.4202237,0x101,06,72,04,00,00,00,00,00
1772991779.4315856,0x102,24,00,00,00,00,00,00,00
1772991779.8555882,0x101,06,8B,04,00,00,00,00,00
1772991779.8669345,0x102,25,00,00,00,00,00,00,00
1772991780.29087,0x101,06,A4,04,00,00,00,00,00
1772991780.302239,0x102,25,00,00,00,00,00,00,00
1772991780.7262135,0x101,06,BD,04,00,00,00,00,00
1772991780.7375598,0x102,26,00,00,00,00,00,00,00
1772991781.1614664,0x101,06,D6,04,00,00,00,00,00
1772991781.1729565,0x102,26,00,00,00,00,00,00,00
1772991781.596933,0x101,06,EF,04,00,00,00,00,00
1772991781.6082423,0x102,27,00,00,00,00,00,00,00
1772991782.0322337,0x101,07,08,04,00,00,00,00,00
